Title,Steam_id,has_achievements,completed_achievements,total_achievements,English_rating,Date_published,Total_number_of_reviews,Publisher,keys,count_main,time_main,count_complete,time_complete,Genres
frog detective 1 the haunted island,963000,Y,0,6,Very Positive,2018-11-22,3001,worm club,94.0,263,45,586,48,"['Comedy', 'Short', 'Funny', 'Casual', 'Cute', 'Detective', 'Mystery', 'Relaxing', 'Colorful', 'Exploration', 'Investigation', 'Walking Simulator', 'Point & Click', 'Adventure', 'Interactive Fiction', 'Singleplayer', 'Soundtrack', 'Indie', 'Great Soundtrack', 'Story Rich']"
ftl faster than light,212680,Y,0,51,Overwhelmingly Positive,2012-09-14,62307,Subset Games,95.0,300,775,65,7296,"['Roguelike', 'Space', 'Strategy', 'Sci-fi', 'Indie', 'Singleplayer', 'Perma Death', 'Difficult', 'Replay Value', 'Real-Time with Pause', 'Procedural Generation', 'Tactical', 'Top-Down', 'Space Sim', 'Roguelite', '2D', 'Survival', 'Choose Your Own Adventure', 'Adventure', 'Simulation']"
furi,423230,Y,0,33,Very Positive,2016-07-05,11150,The Game Bakers,96.0,609,336,52,1090,"['Bullet Hell', 'Hack and Slash', 'Difficult', 'Boss Rush', ""Beat 'em up"", ""Shoot 'Em Up"", 'Top-Down', 'Sci-fi', 'Third Person', 'Atmospheric', 'Action', 'Fast-Paced', 'Controller', 'Cyberpunk', 'Story Rich', 'Singleplayer', 'Violent', 'Replay Value', 'Great Soundtrack', 'Indie']"
the gardens between,600990,Y,0,17,Very Positive,2018-09-19,2348,The Voxel Agents,213.0,407,150,420,166,"['Puzzle Platformer', 'Hidden Object', 'Puzzle', 'Walking Simulator', 'Female Protagonist', '3D', 'Relaxing', 'Surreal', 'Linear', 'Story Rich', 'Time Manipulation', 'Stylized', 'Minimalist', 'Family Friendly', 'Logic', 'Time Travel', 'Atmospheric', 'Emotional', 'Mystery', 'Adventure']"
garfield kart furious racing,1085510,Y,0,14,Very Positive,2019-11-06,10445,Microids,97.0,35,132,36,749,"['Racing', 'PvP', 'Sports', 'Competitive', 'Arcade', 'Third Person', 'Cute', 'Split Screen', 'Funny', 'Casual', 'Cartoony', 'Family Friendly', 'Cats', 'Comedy', 'Co-op', 'Multiplayer', 'Singleplayer', 'Local Multiplayer', 'Great Soundtrack', 'Classic']"
garry's mod,4000,Y,4,29,Overwhelmingly Positive,2006-11-29,1078531,Valve,98.0,77,3657,22,41525,"['Sandbox', 'Moddable', 'Multiplayer', 'Physics', 'Building', 'Casual', 'Funny', 'First-Person', 'Singleplayer', 'FPS', 'Simulation', 'Comedy', 'Shooter', 'Online Co-Op', 'Co-op', 'Action', 'Indie', 'PvP', 'Realistic', 'Exploration']"
gato roboto,916730,Y,0,12,Very Positive,2019-05-30,4305,Devolver Digital,99.0,287,207,255,279,"['Indie', 'Metroidvania', 'Action', 'Pixel Graphics', 'Adventure', '2D', 'Cats', 'Platformer', 'Retro', 'Singleplayer', 'Cute', 'Side Scroller', 'Exploration', 'Sci-fi', 'Controller', 'Difficult', 'Short', 'Female Protagonist', 'Great Soundtrack', 'Open World']"
gnog,290510,Y,0,20,Very Positive,2018-07-17,419,KO_OP,100.0,185,114,150,127,"['Indie', 'Casual', 'Adventure', 'Puzzle', 'VR', 'Colorful', 'Point & Click', 'Great Soundtrack', 'Singleplayer', 'Short']"
gods will be watching,274290,Y,0,35,Mixed,2014-07-24,2228,Devolver Digital,101.0,42,394,7,1131,"['Indie', 'Pixel Graphics', 'Point & Click', 'Sci-fi', 'Story Rich', 'Adventure', 'Difficult', 'Dark', 'Choices Matter', 'Singleplayer', 'Thriller', 'Puzzle', 'Atmospheric', 'Strategy', 'Survival', 'Resource Management', '2D', 'Great Soundtrack', 'Gore', 'Horror']"
a good snowman is hard to build,316610,Y,0,5,Overwhelmingly Positive,2015-02-25,671,Draknek & Friends,4.0,111,134,74,260,"['Cute', 'Puzzle', 'Sokoban', 'Relaxing', 'Open World', 'Difficult', 'Exploration', 'Strategy', 'Isometric', 'Post-apocalyptic', 'Surreal', 'Casual', 'Abstract', 'Cartoony', 'Minimalist', 'Colorful', 'Stylized', 'Family Friendly', 'Great Soundtrack', 'Atmospheric']"
gris,683320,Y,8,17,Overwhelmingly Positive,2018-12-13,83124,Devolver Digital,102.0,2500,216,766,398,"['Beautiful', 'Atmospheric', 'Great Soundtrack', 'Indie', 'Female Protagonist', 'Adventure', 'Hand-drawn', 'Platformer', 'Singleplayer', 'Relaxing', '2D', 'Story Rich', 'Puzzle', 'Colorful', 'Puzzle Platformer', 'Surreal', 'Casual', 'Exploration', 'Walking Simulator', 'Anime']"
guntouchables,2543510,Y,0,79,Mostly Positive,2025-08-07,327,Ghost Ship Publishing,103.0,7,181,2,2310,"['Action Roguelike', 'Multiplayer', 'Roguelite', 'Post-apocalyptic', 'Online Co-Op', 'Zombies', 'Co-op', 'Replay Value', 'Difficult', 'PvE', 'Arena Shooter', 'Bullet Hell', 'Indie', 'Singleplayer', 'Survival Horror', 'Gore', 'Comedy', 'Action', 'Survival', 'Dark']"
hacknet,365450,Y,0,11,Very Positive,2015-08-12,16749,Fellow Traveller,104.0,175,443,182,700,"['Hacking', 'Simulation', 'Programming', 'Typing', 'Story Rich', 'Singleplayer', 'Great Soundtrack', 'Choices Matter', 'Crime', 'Atmospheric', 'Detective', 'Cyberpunk', 'Logic', 'Education', '2D', 'Difficult', 'Adventure', 'Sci-fi', 'Dystopian', 'Indie']"
hades,1145360,Y,0,49,Overwhelmingly Positive,2020-09-17,283171,Supergiant Games,105.0,2800,1472,1400,5907,"['Action Roguelike', 'Roguelite', 'Hack and Slash', 'Indie', 'Mythology', 'Action', 'Roguelike', 'Singleplayer', 'Great Soundtrack', 'Story Rich', 'Dungeon Crawler', 'RPG', 'Replay Value', 'Isometric', 'Difficult', 'Hand-drawn', 'Action RPG', 'Atmospheric', 'LGBTQ+', 'Perma Death']"
half-life 2,220,Y,0,69,Overwhelmingly Positive,2004-11-16,200189,Valve,106.0,3100,784,807,1245,"['FPS', 'Action', 'Sci-fi', 'Classic', 'Singleplayer', 'Story Rich', 'Shooter', 'First-Person', 'Adventure', 'Dystopian', 'Atmospheric', 'Silent Protagonist', 'Zombies', 'Physics', 'Aliens', 'Great Soundtrack', 'Horror', 'Multiplayer', 'Puzzle', 'Moddable']"
half-life 2 deathmatch,320,N,,,Very Positive,2004-11-01,10171,Valve,107.0,,,,,"['Action', 'FPS', 'Multiplayer', 'Shooter', 'First-Person', 'Sci-fi', 'Physics', 'Competitive', 'Funny', 'Co-op', 'Old School', 'PvP', 'Arena Shooter', 'Moddable', 'Atmospheric', 'Adventure', 'Great Soundtrack', 'Singleplayer', 'Violent', 'Mod']"
half-life deathmatch source,360,N,,,Mostly Positive,2006-05-01,4313,Valve,108.0,,,,,"['Action', 'FPS', 'Multiplayer', 'Shooter', 'Sci-fi', 'First-Person', 'Classic', 'Remake', 'Violent', 'Adventure', 'Competitive', 'Fast-Paced', 'Atmospheric', 'Singleplayer', 'Horror', 'Gore', 'Arena Shooter', 'Retro']"
hand of fate 2,456670,Y,0,99,Very Positive,2017-11-07,5253,Defiant Development,109.0,27,1364,11,6690,"['RPG', 'Roguelike Deckbuilder', 'Card Game', 'Deckbuilding', 'Action', 'Roguelite', 'Action Roguelike', 'Indie', 'Singleplayer', 'Board Game', 'Fantasy', 'Roguelike', 'Dungeon Crawler', 'Hack and Slash', 'Choices Matter', 'Strategy', 'Third Person', 'Action RPG', 'Atmospheric', 'Female Protagonist']"
a hat in time,253230,Y,0,46,Overwhelmingly Positive,2017-10-05,42701,Gears for Breakfast,5.0,540,590,416,1266,"['Cute', '3D Platformer', 'Collectathon', 'Great Soundtrack', 'Funny', 'Female Protagonist', 'Adventure', 'Indie', 'Platformer', 'Colorful', 'Exploration', 'Third Person', 'Singleplayer', 'Co-op', 'Moddable', 'Open World', 'Comedy', 'Family Friendly', 'Action', 'Atmospheric']"
hearts of iron iv,394360,Y,0,293,Very Positive,2016-06-06,270895,Paradox Interactive,110.0,53,3215,25,79009,"['Strategy', 'World War II', 'Grand Strategy', 'War', 'Historical', 'Military', 'Alternate History', 'Multiplayer', 'Simulation', 'Tactical', 'Singleplayer', 'RTS', 'Real-Time with Pause', 'Diplomacy', 'Sandbox', 'Co-op', 'Strategy RPG', 'Open World', 'Competitive', 'Action']"
heat signature,268130,Y,0,70,Very Positive,2017-09-21,6826,Suspicious Developments,111.0,13,872,13,2273,"['Space', 'Stealth', 'Indie', 'Top-Down', 'Roguelike', 'Action', 'Strategy', 'Sci-fi', 'Procedural Generation', 'Real-Time with Pause', 'Roguelite', 'Singleplayer', 'Adventure', '2D', 'Tactical', 'Perma Death', 'Top-Down Shooter', 'Open World', 'Bullet Time', 'Action Roguelike']"
heavy bullets,297120,Y,0,17,Very Positive,2014-09-18,1259,Devolver Digital,112.0,13,440,1,1440,"['Indie', 'Action', 'FPS', 'Action Roguelike', 'Roguelike', 'Roguelite', 'Shooter', 'Singleplayer', 'First-Person', 'Difficult', 'Retro', 'Dungeon Crawler', 'Perma Death', 'Psychedelic', 'Horror', 'Colorful', 'Boomer Shooter', 'Procedural Generation', 'Bullet Hell', 'Adventure']"
helltaker,1289310,Y,7,10,Overwhelmingly Positive,2020-05-11,127701,vanripper,,,,,,"['Free to Play', 'Cute', 'Puzzle', 'Demons', 'Indie', 'Great Soundtrack', 'Anime', 'Singleplayer', 'Sexual Content', '2D', 'Short', 'Comedy', 'Difficult', 'Adventure', 'Dating Sim', 'Funny', 'Hentai', 'Rhythm', 'Visual Novel', 'Nudity']"
hitman 2,863550,Y,0,146,Very Positive,2018-11-13,74857,IO Interactive A/S,113.0,622,620,71,8034,"['Stealth', 'Assassins', 'Action', 'Singleplayer', 'Third Person', 'Multiplayer', 'Violent', 'Open World', 'Sandbox', 'Strategy', 'Gore', 'Puzzle', 'Shooter', 'Atmospheric', 'Third-Person Shooter', 'Co-op', 'Funny', 'Online Co-Op', 'Great Soundtrack', 'Nudity']"
hiveswap act 1,623940,Y,0,44,Very Positive,2017-09-14,3110,"What Pumpkin Games, Inc.",114.0,68,152,28,302,"['Adventure', 'Point & Click', 'Great Soundtrack', 'RPG', 'Indie', 'Memes', 'Female Protagonist', 'Aliens', 'Story Rich', 'Cute', '2D', 'Singleplayer', 'Puzzle', 'Atmospheric', 'Exploration', 'Sci-fi', 'Colorful', 'Family Friendly', 'Difficult', 'Psychological Horror']"
hollow knight,367520,Y,0,63,Overwhelmingly Positive,2017-02-24,493335,Team Cherry,115.0,2700,1693,2000,4207,"['Metroidvania', 'Platformer', 'Souls-like', 'Difficult', 'Great Soundtrack', '2D', 'Indie', 'Singleplayer', 'Exploration', 'Atmospheric', 'Adventure', 'Story Rich', 'Hand-drawn', 'Multiple Endings', 'Action', 'Dark Fantasy', 'Open World', 'Cute', 'Controller', 'Side Scroller']"
hotline miami,219150,Y,0,35,Overwhelmingly Positive,2012-10-23,107310,Devolver Digital,116.0,2300,328,537,953,"['Great Soundtrack', 'Violent', 'Action', 'Indie', 'Pixel Graphics', 'Top-Down', 'Gore', '1980s', 'Fast-Paced', 'Retro', 'Psychedelic', 'Difficult', 'Singleplayer', 'Surreal', 'Top-Down Shooter', '2D', 'Shooter', 'Addictive', 'Atmospheric', 'Music']"
hotline miami 2 wrong number,274170,Y,0,29,Very Positive,2015-03-10,68357,Devolver Digital,117.0,923,530,119,2172,"['Great Soundtrack', 'Gore', 'Pixel Graphics', 'Violent', 'Action', 'Fast-Paced', 'Difficult', 'Top-Down', 'Retro', 'Indie', '1980s', 'Singleplayer', 'Top-Down Shooter', 'Atmospheric', '2D', 'Shooter', 'Level Editor', 'Arcade', ""1990's"", 'Story Rich']"
house flipper,613100,Y,0,96,Very Positive,2018-05-17,91975,Frozen District,118.0,138,807,109,3471,"['Cleaning', 'Simulation', 'Design & Illustration', 'Singleplayer', 'Building', 'Multiplayer', 'Relaxing', 'Sandbox', 'Casual', 'Decorating', 'Immersive Sim', 'Education', 'First-Person', 'Organizing', 'Management', 'Economy', '3D', 'Family Friendly', 'Base Building', 'Realistic']"
initial drift online,1456200,Y,0,36,Mostly Positive,2023-03-30,3208,RewindApp,119.0,,,,,"['Racing', 'Open World', 'Immersive Sim', 'Combat Racing', 'Driving', 'Life Sim', 'Physics', 'PvP', 'Automobile Sim', 'MMORPG', 'First-Person', 'Action', 'Third Person', 'Relaxing', 'Simulation', 'Anime', 'Multiplayer', 'Atmospheric', 'Massively Multiplayer', ""1990's""]"
into the breach,590380,Y,0,70,Very Positive,2018-02-27,18736,Subset Games,120.0,429,370,117,3346,"['Strategy', 'Turn-Based Strategy', 'Indie', 'Pixel Graphics', 'Turn-Based Tactics', 'Mechs', 'Roguelike', 'Turn-Based', 'Puzzle', 'Roguelite', 'Sci-fi', 'Singleplayer', 'Tactical', 'Turn-Based Combat', 'Isometric', 'RPG', 'Replay Value', 'Procedural Generation', 'Simulation', 'Great Soundtrack']"
invisible inc.,243970,Y,0,23,Very Positive,2015-05-12,5062,Klei Entertainment,121.0,127,449,7,5085,"['Cyberpunk', 'Turn-Based Tactics', 'Difficult', 'Isometric', 'Strategy', 'Stealth', 'Tactical RPG', 'Roguelite', 'Sci-fi', 'Tactical', 'Turn-Based', 'Perma Death', 'Roguelike', 'Procedural Generation', 'Female Protagonist', 'Choices Matter', 'Turn-Based Strategy', 'Turn-Based Combat', 'Simulation', 'Singleplayer']"
the jackbox party pack 2,397460,Y,3,20,Overwhelmingly Positive,2015-10-13,1437,"Jackbox Games, Inc.",214.0,,,,,"['Trivia', 'Local Multiplayer', 'Casual', 'Comedy', 'Indie', 'Strategy', 'Party', 'Multiplayer', 'Funny', 'Party Game', 'Local Co-Op', 'Board Game', 'Co-op', 'Family Friendly', '4 Player Local']"
jet set radio,205950,Y,0,30,Very Positive,2012-09-19,8291,SEGA,122.0,234,409,39,1262,"['Great Soundtrack', 'Classic', 'Action', '3D Platformer', 'Singleplayer', 'Colorful', 'Platformer', 'Stylized', 'Arcade', 'Parkour', 'Third Person', 'Music', 'Controller', 'Skating', 'Retro', 'Atmospheric', 'Sports', 'Open World', 'Anime', 'Female Protagonist']"
katana zero,460950,Y,12,22,Overwhelmingly Positive,2019-04-18,65840,Devolver Digital,123.0,1500,289,173,945,"['Pixel Graphics', 'Action', 'Great Soundtrack', 'Story Rich', 'Platformer', 'Cyberpunk', '2D Platformer', 'Indie', 'Hack and Slash', '2D', 'Fast-Paced', 'Violent', 'Difficult', 'Singleplayer', 'Time Manipulation', 'Gore', 'Ninja', 'Retro', 'Noir', 'Sci-fi']"
killing floor 2,232090,Y,0,307,Very Positive,2016-11-18,86877,Tripwire Interactive,124.0,41,1054,42,9574,"['Gore', 'Zombies', 'Multiplayer', 'Online Co-Op', 'FPS', 'Post-apocalyptic', 'Hack and Slash', 'Shooter', 'Horror', 'Action', 'Moddable', 'Survival', 'First-Person', 'Co-op', 'Team-Based', 'Survival Horror', 'Atmospheric', 'PvE', 'Character Customization', 'Dark']"
kim jong-boom,711070,Y,5,100,Mixed,2017-10-01,25,azimuth team,125.0,1,24,4,68,"['Casual', 'Indie']"
left 4 dead,500,Y,0,73,Overwhelmingly Positive,2008-11-17,57523,Valve,126.0,494,414,46,3606,"['Zombies', 'Co-op', 'Multiplayer', 'FPS', 'Action', 'Horror', 'Shooter', 'Online Co-Op', 'Survival', 'Team-Based', 'First-Person', 'Post-apocalyptic', 'Singleplayer', 'Moddable', 'Atmospheric', 'Adventure', 'Tactical', 'Replay Value', 'Competitive', 'Female Protagonist']"
left 4 dead 2,550,Y,5,101,Overwhelmingly Positive,2009-11-19,804948,Valve,127.0,600,631,79,4353,"['Zombies', 'Co-op', 'FPS', 'Multiplayer', 'Shooter', 'Online Co-Op', 'Action', 'Survival', 'Horror', 'First-Person', 'Gore', 'Team-Based', 'Moddable', 'Survival Horror', 'Post-apocalyptic', 'Singleplayer', 'Adventure', 'Local Co-Op', 'Replay Value', 'Tactical']"
lethal company,1966720,N,,,Overwhelmingly Positive,2023-10-23,410566,Zeekerss,128.0,54,617,16,2493,"['Online Co-Op', 'Horror', 'First-Person', 'Co-op', 'Survival Horror', 'Funny', 'Exploration', 'Psychological Horror', 'Sci-fi', 'PvE', 'Atmospheric', 'Procedural Generation', 'Aliens', 'Time Management', 'Adventure', 'Dungeon Crawler', 'Action', 'Early Access', 'Action-Adventure', 'Perma Death']"
little nightmares,424840,Y,0,22,Very Positive,2017-04-27,51902,BANDAI NAMCO Entertainment,129.0,2300,218,301,568,"['Horror', 'Atmospheric', 'Adventure', 'Singleplayer', 'Puzzle Platformer', 'Dark', 'Puzzle', 'Indie', 'Story Rich', 'Stealth', 'Psychological Horror', 'Platformer', 'Great Soundtrack', '2.5D', 'Survival Horror', 'Third Person', 'Multiplayer', 'Female Protagonist', 'Short', 'Action']"
little nightmares enhanced edition,2149010,Y,0,22,Very Positive,2025-10-09,2619,Bandai Namco Entertainment,130.0,2300,218,301,568,"['Adventure', 'Puzzle', 'Platformer', 'Puzzle Platformer', '2.5D', 'Horror', 'Atmospheric', 'Dark', 'Third Person', 'Psychological Horror', 'Singleplayer', 'Stealth', 'Story Rich', 'Survival Horror', 'Female Protagonist', 'Short']"
long live santa!,763410,N,,,Very Positive,2017-12-19,3107,Doborog Games,,,,,,"['Free to Play', 'Multiplayer', 'Funny', 'Action', 'Indie', 'Fighting', 'Survival', 'Memes', 'Psychological Horror', 'Swordplay', 'Battle Royale', 'Voxel', 'Pixel Graphics', 'Gore', 'Combat', 'Violent', 'Great Soundtrack', 'Controller', 'Horror', 'Anime']"
lostwinds,447780,Y,0,11,Very Positive,2016-03-24,563,Frontier Developments,131.0,30,141,67,165,"['Adventure', 'Platformer', 'Singleplayer', 'Casual', 'Family Friendly', 'Metroidvania', 'Puzzle Platformer', 'Puzzle', 'Indie', 'Atmospheric', 'Great Soundtrack', 'Short', 'Cute', '2.5D', 'Side Scroller']"
machinarium,40700,Y,0,12,Very Positive,2009-10-16,17092,Amanita Design,132.0,478,313,452,331,"['Point & Click', 'Puzzle', 'Hand-drawn', 'Robots', 'Steampunk', '2D', 'Atmospheric', 'Story Rich', 'Adventure', 'Casual', 'Cute', 'Family Friendly', 'Surreal', 'Stylized', 'Sci-fi', 'Linear', 'Singleplayer', 'Indie', 'Great Soundtrack', 'Touch-Friendly']"
magicka,42910,Y,0,88,Very Positive,2011-01-25,19103,Paradox Interactive,133.0,252,648,24,2925,"['Comedy', 'Co-op', 'Action', 'Fantasy', 'Magic', 'Online Co-Op', 'Multiplayer', 'RPG', 'Adventure', 'Funny', 'Local Co-Op', '4 Player Local', 'Indie', 'Local Multiplayer', 'Singleplayer', 'Difficult', 'Team-Based', 'Action RPG', 'Arcade', 'Strategy']"
manual samuel last tuesday edition,504130,Y,0,36,Very Positive,2016-10-14,1512,Curve Games,,,,,,"['Dark Humor', 'Singleplayer', 'Local Co-Op', 'Adventure', 'Funny', 'Indie', 'Dark Comedy', 'Physics', 'Difficult', 'Comedy', '2D', 'Intentionally Awkward Controls', 'Cartoony', 'Multiplayer', 'Controller', 'Casual', 'Walking Simulator']"
manyland,342280,Y,11,20,Very Positive,2015-12-07,331,Anyland + Manyland,,,,,,"['Massively Multiplayer', 'Indie', 'Adventure', 'Action', 'Sandbox', 'Pixel Graphics', '2D', 'Open World']"
march of the eagles,227760,N,,,Mixed,2013-02-18,273,Paradox Interactive,136.0,1,209,,,"['Strategy', 'Simulation', 'Grand Strategy', 'Historical', 'Real-Time with Pause', 'Sandbox']"
mega man 11,742300,Y,0,50,Very Positive,2018-10-02,4183,"CAPCOM CO., LTD.",137.0,384,296,24,1183,"['Action', 'Platformer', 'Side Scroller', 'Classic', 'Difficult', 'Singleplayer', 'Robots', 'Great Soundtrack', '2.5D', '2D', 'Retro', 'Adventure', 'Anime', 'Shooter', 'Sci-fi', '2D Platformer', 'Action-Adventure', 'Cute', 'Colorful', 'Arcade']"
mega man legacy collection,363440,Y,0,24,Very Positive,2015-08-24,3758,Capcom,138.0,102,1030,20,2295,"['Platformer', 'Retro', 'Classic', 'Action', '2D', 'Pixel Graphics', 'Great Soundtrack', 'Difficult', 'Singleplayer', 'Side Scroller', 'Sci-fi', '1980s', 'Robots', ""1990's"", 'Remake', 'Shooter', 'Anime', 'Old School', 'Controller', '2D Platformer']"
mega man x legacy collection,743890,Y,0,52,Mostly Positive,2018-07-24,3955,"CAPCOM CO., LTD",,,,,,"['Action', 'Platformer', 'Classic', '2D', 'Retro', 'Great Soundtrack', 'Robots', 'Side Scroller', 'Singleplayer', 'Difficult', 'Anime', ""1990's"", 'Sci-fi', 'Shooter', 'Pixel Graphics', '2D Platformer', 'Story Rich', 'Metroidvania']"
the messenger,764790,Y,0,48,Very Positive,2018-08-30,10549,Devolver Digital,215.0,486,725,653,1009,"['Retro', 'Platformer', 'Pixel Graphics', 'Metroidvania', 'Ninja', '2D', 'Great Soundtrack', 'Indie', 'Action', '2D Platformer', 'Singleplayer', 'Funny', 'Action-Adventure', 'Difficult', 'Time Travel', 'Adventure', 'Side Scroller', 'Comedy', 'Beautiful', 'Epic']"
